"VIDEO_ID","TITLE","CHANNEL_TITLE","CATEGORY_ID","TAGS","VIEWS","LIKES","DISLIKES","COMMENT_TOTAL","THUMBNAIL_LINK","UPLOADDATE"
"qvXXMsiQBDg","Louis Tomlinson - Just Like You (Lyric Video)","LouisTomlinsonVEVO",10,"Just Like You|Louis Tomlinson|Pop|Syco Music",3418238,314389,1496,18507,"https://i.ytimg.com/vi/qvXXMsiQBDg/default.jpg","22.1"
"EUoe7cf0HYw","Taylor Swift - Gorgeous (Lyric Video)","TaylorSwiftVEVO",10,"Taylor Swift|Gorgeous|reputation",10752221,508015,30693,60055,"https://i.ytimg.com/vi/EUoe7cf0HYw/default.jpg","22.1"
"Tx1sqYc3qas","Marshmello - Silence Ft. Khalid (Official Music Video)","marshmello",10,"marshmello silence ft khalid official music video|marshmello|silence|ft|khalid|official|music|video|marshmello you me|marshmello ft khalid silence tistos big room remix|marshmello ft khalid silence illenium remix|Marshmello - Silence Ft. Khalid (Official Music Video)|marshmello summer|marshmello alone|marshmellow|marshemllo|summer|alone|slushii|slushi|jauz|edm|drops|edm drops|shotsstudios|| marshmello|hannahstocking|lelepons",2733050,157014,1902,9426,"https://i.ytimg.com/vi/Tx1sqYc3qas/default.jpg","22.1"
"GjtYtBGrP6Y","[OFFICIAL VIDEO] Away in a Manger – Pentatonix","PTXofficial",10,"Pentatonix|Penatonix|PTX|PTXofficial|Mitch Grassi|Kirstie Maldonado|Scott Hoying|Avi Kaplan|Kevin|Olusola|K-O.|Cello|Cellobox|Beatbox|A Cappella|Harmony|Acapella|Acappela|Choir|Singing Competition|The Sing-Off|Sing-Off|Reality TV|Sing|Singing|Chorus|Sara Bareilles|Shawn Stockman|Ben Folds|Ben Folds 5|American Idol|X-Factor|The Voice|Voice|Pitch Perfect|christmas",971774,64341,1430,7950,"https://i.ytimg.com/vi/GjtYtBGrP6Y/default.jpg","22.1"
"CwfoyVa980U","Charlie Puth - How Long [Official Video]","Charlie Puth",10,"charlie puth|official video|how long charlie puth|how long has this been going on|how long - charlie puth|charlie puth - how long|how long lyrics|how long charlie|charlie how long|how long official|how long official video|how long music video|charlie puth how long|how long - charlie|atlantic records|charlie puth official|you just want attention|voicenotes charlie|voicenotes",8613469,499205,5612,38995,"https://i.ytimg.com/vi/CwfoyVa980U/default.jpg","22.1"
"WPlx5BmZVkQ","Liam Payne - Bedroom Floor (Lyric Video)","LiamPayneVEVO",10,"Liam|Payne|Bedroom|Floor|Capitol|Pop",1871950,181526,2293,10936,"https://i.ytimg.com/vi/WPlx5BmZVkQ/default.jpg","22.1"
"ScNsBpQ8KIg","Martin Garrix & Matisse & Sadko - Forever (Official Music Video)","Martin Garrix",10,"Martin Garrix|EDM|Animals|Wizard|Proxy|Error 404|BFAM|Tremor|GRX|Ultra|EDC|Dance music|Martin|Garrix|House|Techno|Hardwell|Tiesto|Skrillex|Avicii|Virus|Beatport|DJ Mag|Spinnin Records|Scooter Braun|Nicky Romero|Afrojack|David Guetta|Dimitri Vegas & Like Mike|Jay Hardway|Julian Jordan|Oliver Heldens",1699530,131032,1380,7045,"https://i.ytimg.com/vi/ScNsBpQ8KIg/default.jpg","22.1"
"TV-_Yuc228s","Hayley Kiyoko - Feelings [Official Video]","Hayley Kiyoko",10,"hayley kiyoko|glg|girls like girls|sleep over|cliffs edge|atlantic records|wmg|new music|music video",985016,96098,526,6321,"https://i.ytimg.com/vi/TV-_Yuc228s/default.jpg","22.1"
"NGPK44en2ME","CNCO - Mamita (Audio)","CNCOVEVO",10,"CNCO Music|CNCO Official Video|CNCO Video|CNCO Video Oficial|Mamita Official Video|Official Video|Mamita Single|Single|CNCO New Single|CNCO Single|CNCO Song|Mamita new song|Mamita nueva canción|CNCO nuevo sencillo|CNCO Mamita|CNCO|Latin Pop|Mamita|Sony Music Latin",1456623,135587,1933,15740,"https://i.ytimg.com/vi/NGPK44en2ME/default.jpg","22.1"
"Tx1sqYc3qas","Marshmello - Silence Ft. Khalid (Official Music Video)","marshmello",10,"marshmello silence ft khalid official music video|marshmello|silence|ft|khalid|official|music|video|marshmello you me|marshmello ft khalid silence tistos big room remix|marshmello ft khalid silence illenium remix|Marshmello - Silence Ft. Khalid (Official Music Video)|marshmello summer|marshmello alone|marshmellow|marshemllo|summer|alone|slushii|slushi|jauz|edm|drops|edm drops|shotsstudios|| marshmello|hannahstocking|lelepons",1325564,122859,1301,8023,"https://i.ytimg.com/vi/Tx1sqYc3qas/default.jpg","21.1"
"NGPK44en2ME","CNCO - Mamita (Audio)","CNCOVEVO",10,"CNCO Music|CNCO Official Video|CNCO Video|CNCO Video Oficial|Mamita Official Video|Official Video|Mamita Single|Single|CNCO New Single|CNCO Single|CNCO Song|Mamita new song|Mamita nueva canción|CNCO nuevo sencillo|CNCO Mamita|CNCO|Latin Pop|Mamita|Sony Music Latin",912689,111166,1447,13442,"https://i.ytimg.com/vi/NGPK44en2ME/default.jpg","21.1"
"qvXXMsiQBDg","Louis Tomlinson - Just Like You (Lyric Video)","LouisTomlinsonVEVO",10,"Just Like You|Louis Tomlinson|Pop|Syco Music",2768624,291623,1297,18019,"https://i.ytimg.com/vi/qvXXMsiQBDg/default.jpg","21.1"
"craAcv415FM","Bruno Mars - Just The Way You Are [ONE VOICE: SOMOS LIVE! Performance]","Bruno Mars",10,"Bruno Mars|Just The Way You Are|One Voice: Somos Live|Atlantic Records|Warner Music Group|Marc Anthony|Jennifer Lopez|Puerto Rico|live performance|live|one voice|somos live|telethon|somos una voz",2253576,151922,970,9389,"https://i.ytimg.com/vi/craAcv415FM/default.jpg","20.1"
"5ggZ9jIHnr8","Alesso & Anitta - Is That For Me (Official Music Video)","Alesso",10,"alesso anitta is that for me official music video|alesso|anitta|is|that|for|me|official|music|video|anitta alesso isthaforme prores|alesso big slap festival 2017|Alesso & Anitta - Is That For Me (Official Music Video)|edm|edm drops",14849524,618436,108966,84942,"https://i.ytimg.com/vi/5ggZ9jIHnr8/default.jpg","20.1"
"EUoe7cf0HYw","Taylor Swift - Gorgeous (Lyric Video)","TaylorSwiftVEVO",10,"Taylor Swift|Gorgeous|reputation",6918730,433662,23713,51957,"https://i.ytimg.com/vi/EUoe7cf0HYw/default.jpg","21.1"
"GjtYtBGrP6Y","[OFFICIAL VIDEO] Away in a Manger – Pentatonix","PTXofficial",10,"Pentatonix|Penatonix|PTX|PTXofficial|Mitch Grassi|Kirstie Maldonado|Scott Hoying|Avi Kaplan|Kevin|Olusola|K-O.|Cello|Cellobox|Beatbox|A Cappella|Harmony|Acapella|Acappela|Choir|Singing Competition|The Sing-Off|Sing-Off|Reality TV|Sing|Singing|Chorus|Sara Bareilles|Shawn Stockman|Ben Folds|Ben Folds 5|American Idol|X-Factor|The Voice|Voice|Pitch Perfect|christmas",578268,48741,964,6210,"https://i.ytimg.com/vi/GjtYtBGrP6Y/default.jpg","21.1"
"CwfoyVa980U","Charlie Puth - How Long [Official Video]","Charlie Puth",10,"charlie puth|official video|how long charlie puth|how long has this been going on|how long - charlie puth|charlie puth - how long|how long lyrics|how long charlie|charlie how long|how long official|how long official video|how long music video|charlie puth how long|how long - charlie|atlantic records|charlie puth official|you just want attention|voicenotes charlie|voicenotes",5202733,410255,4227,33921,"https://i.ytimg.com/vi/CwfoyVa980U/default.jpg","21.1"
"WPlx5BmZVkQ","Liam Payne - Bedroom Floor (Lyric Video)","LiamPayneVEVO",10,"Liam|Payne|Bedroom|Floor|Capitol|Pop",1212581,155411,1763,9931,"https://i.ytimg.com/vi/WPlx5BmZVkQ/default.jpg","21.1"
"ScNsBpQ8KIg","Martin Garrix & Matisse & Sadko - Forever (Official Music Video)","Martin Garrix",10,"Martin Garrix|EDM|Animals|Wizard|Proxy|Error 404|BFAM|Tremor|GRX|Ultra|EDC|Dance music|Martin|Garrix|House|Techno|Hardwell|Tiesto|Skrillex|Avicii|Virus|Beatport|DJ Mag|Spinnin Records|Scooter Braun|Nicky Romero|Afrojack|David Guetta|Dimitri Vegas & Like Mike|Jay Hardway|Julian Jordan|Oliver Heldens",1043836,109405,1069,6159,"https://i.ytimg.com/vi/ScNsBpQ8KIg/default.jpg","21.1"
"TV-_Yuc228s","Hayley Kiyoko - Feelings [Official Video]","Hayley Kiyoko",10,"hayley kiyoko|glg|girls like girls|sleep over|cliffs edge|atlantic records|wmg|new music|music video",742448,83399,437,5794,"https://i.ytimg.com/vi/TV-_Yuc228s/default.jpg","21.1"
"FvcNr_5uWgY","Jessie J - Not My Ex","JessieJVEVO",10,"Jessie|Not|My|Ex|Lava|Music/Republic|Records",3961722,180008,1928,6038,"https://i.ytimg.com/vi/FvcNr_5uWgY/default.jpg","19.1"
"gOsM-DYAEhY","Imagine Dragons - Whatever It Takes","ImagineDragonsVEVO",10,"Imagine Dragons|ImagineDragons|Whatever It Takes|Imagine Dragons Evolve|Dragons Evolve|Believer|Thunder|Dragons Believer|Dragons Thunder|Night Visions|Smoke + Mirrors|On Top Of The World|Radioactive|Demons|I Bet My Life|Dan Reynolds|Matt Eastin|Imagine|Dragons|Whatever|It|Takes|KIDinaKORNER/Interscope|Records|Alternative",11985474,611911,5252,28308,"https://i.ytimg.com/vi/gOsM-DYAEhY/default.jpg","19.1"
"EUoe7cf0HYw","Taylor Swift - Gorgeous (Lyric Video)","TaylorSwiftVEVO",10,"Taylor Swift|Gorgeous|reputation",497846,160690,5323,25341,"https://i.ytimg.com/vi/EUoe7cf0HYw/default.jpg","20.1"
"CwfoyVa980U","Charlie Puth - How Long [Official Video]","Charlie Puth",10,"charlie puth|official video|how long charlie puth|how long has this been going on|how long - charlie puth|charlie puth - how long|how long lyrics|how long charlie|charlie how long|how long official|how long official video|how long music video|charlie puth how long|how long - charlie|atlantic records|charlie puth official|you just want attention|voicenotes charlie|voicenotes",1594274,235388,2047,23351,"https://i.ytimg.com/vi/CwfoyVa980U/default.jpg","20.1"
"qvXXMsiQBDg","Louis Tomlinson - Just Like You (Lyric Video)","LouisTomlinsonVEVO",10,"Just Like You|Louis Tomlinson|Pop|Syco Music",1934642,246254,992,18605,"https://i.ytimg.com/vi/qvXXMsiQBDg/default.jpg","20.1"
"qvXXMsiQBDg","Louis Tomlinson - Just Like You (Lyric Video)","LouisTomlinsonVEVO",10,"Just Like You|Louis Tomlinson|Pop|Syco Music",1399754,212633,737,17383,"https://i.ytimg.com/vi/qvXXMsiQBDg/default.jpg","19.1"
"craAcv415FM","Bruno Mars - Just The Way You Are [ONE VOICE: SOMOS LIVE! Performance]","Bruno Mars",10,"Bruno Mars|Just The Way You Are|One Voice: Somos Live|Atlantic Records|Warner Music Group|Marc Anthony|Jennifer Lopez|Puerto Rico|live performance|live|one voice|somos live|telethon|somos una voz",1944205,139065,883,10442,"https://i.ytimg.com/vi/craAcv415FM/default.jpg","19.1"
"5ggZ9jIHnr8","Alesso & Anitta - Is That For Me (Official Music Video)","Alesso",10,"alesso anitta is that for me official music video|alesso|anitta|is|that|for|me|official|music|video|anitta alesso isthaforme prores|alesso big slap festival 2017|Alesso & Anitta - Is That For Me (Official Music Video)|edm|edm drops",13418138,585283,102067,81912,"https://i.ytimg.com/vi/5ggZ9jIHnr8/default.jpg","19.1"
"5ggZ9jIHnr8","Alesso & Anitta - Is That For Me (Official Music Video)","Alesso",10,"alesso anitta is that for me official music video|alesso|anitta|is|that|for|me|official|music|video|anitta alesso isthaforme prores|alesso big slap festival 2017|Alesso & Anitta - Is That For Me (Official Music Video)|edm|edm drops",12233150,564466,96859,79935,"https://i.ytimg.com/vi/5ggZ9jIHnr8/default.jpg","18.1"
"FvcNr_5uWgY","Jessie J - Not My Ex","JessieJVEVO",10,"Jessie|Not|My|Ex|Lava|Music/Republic|Records",3404189,163388,1714,5714,"https://i.ytimg.com/vi/FvcNr_5uWgY/default.jpg","18.1"
"gOsM-DYAEhY","Imagine Dragons - Whatever It Takes","ImagineDragonsVEVO",10,"Imagine Dragons|ImagineDragons|Whatever It Takes|Imagine Dragons Evolve|Dragons Evolve|Believer|Thunder|Dragons Believer|Dragons Thunder|Night Visions|Smoke + Mirrors|On Top Of The World|Radioactive|Demons|I Bet My Life|Dan Reynolds|Matt Eastin|Imagine|Dragons|Whatever|It|Takes|KIDinaKORNER/Interscope|Records|Alternative",10518983,582753,4806,27683,"https://i.ytimg.com/vi/gOsM-DYAEhY/default.jpg","18.1"
"CNwYcyRAl1Y","Michael Jackson - Blood On The Dance Floor X Dangerous (The White Panda Mash-Up)","michaeljacksonVEVO",10,"Blood On The Dance Floor X Dangerous (The White Panda Mash-Up)|Epic/Legacy|Michael Jackson|Pop",1212237,48914,985,6911,"https://i.ytimg.com/vi/CNwYcyRAl1Y/default.jpg","18.1"
"CNwYcyRAl1Y","Michael Jackson - Blood On The Dance Floor X Dangerous (The White Panda Mash-Up)","michaeljacksonVEVO",10,"Blood On The Dance Floor X Dangerous (The White Panda Mash-Up)|Epic/Legacy|Michael Jackson|Pop",1147230,47695,951,6728,"https://i.ytimg.com/vi/CNwYcyRAl1Y/default.jpg","17.1"
"QeBCu1ZSORs","Kris Wu - Deserve ft. Travis Scott (Official Audio)","Kris Wu",10,"KrisWu|wuyifan|吴亦凡|deserve|Kris wu deserve|deserve official|deserve official Audio|travis scott|kris wu travis scott|hiphop|嘻哈|China",1310074,72890,1055,7858,"https://i.ytimg.com/vi/QeBCu1ZSORs/default.jpg","17.1"
"qvXXMsiQBDg","Louis Tomlinson - Just Like You (Lyric Video)","LouisTomlinsonVEVO",10,"Just Like You|Louis Tomlinson|Pop|Syco Music",681378,150238,390,14401,"https://i.ytimg.com/vi/qvXXMsiQBDg/default.jpg","18.1"
"craAcv415FM","Bruno Mars - Just The Way You Are [ONE VOICE: SOMOS LIVE! Performance]","Bruno Mars",10,"Bruno Mars|Just The Way You Are|One Voice: Somos Live|Atlantic Records|Warner Music Group|Marc Anthony|Jennifer Lopez|Puerto Rico|live performance|live|one voice|somos live|telethon|somos una voz",1652116,128211,785,10030,"https://i.ytimg.com/vi/craAcv415FM/default.jpg","18.1"
"craAcv415FM","Bruno Mars - Just The Way You Are [ONE VOICE: SOMOS LIVE! Performance]","Bruno Mars",10,"Bruno Mars|Just The Way You Are|One Voice: Somos Live|Atlantic Records|Warner Music Group|Marc Anthony|Jennifer Lopez|Puerto Rico|live performance|live|one voice|somos live|telethon|somos una voz",1272280,115579,678,9509,"https://i.ytimg.com/vi/craAcv415FM/default.jpg","17.1"
"5ggZ9jIHnr8","Alesso & Anitta - Is That For Me (Official Music Video)","Alesso",10,"alesso anitta is that for me official music video|alesso|anitta|is|that|for|me|official|music|video|anitta alesso isthaforme prores|alesso big slap festival 2017|Alesso & Anitta - Is That For Me (Official Music Video)|edm|edm drops",10959059,538825,90419,77086,"https://i.ytimg.com/vi/5ggZ9jIHnr8/default.jpg","17.1"
"FvcNr_5uWgY","Jessie J - Not My Ex","JessieJVEVO",10,"Jessie|Not|My|Ex|Lava|Music/Republic|Records",2762437,144498,1484,5331,"https://i.ytimg.com/vi/FvcNr_5uWgY/default.jpg","17.1"
"gOsM-DYAEhY","Imagine Dragons - Whatever It Takes","ImagineDragonsVEVO",10,"Imagine Dragons|ImagineDragons|Whatever It Takes|Imagine Dragons Evolve|Dragons Evolve|Believer|Thunder|Dragons Believer|Dragons Thunder|Night Visions|Smoke + Mirrors|On Top Of The World|Radioactive|Demons|I Bet My Life|Dan Reynolds|Matt Eastin|Imagine|Dragons|Whatever|It|Takes|KIDinaKORNER/Interscope|Records|Alternative",8965420,547943,4335,26934,"https://i.ytimg.com/vi/gOsM-DYAEhY/default.jpg","17.1"
"gOsM-DYAEhY","Imagine Dragons - Whatever It Takes","ImagineDragonsVEVO",10,"Imagine Dragons|ImagineDragons|Whatever It Takes|Imagine Dragons Evolve|Dragons Evolve|Believer|Thunder|Dragons Believer|Dragons Thunder|Night Visions|Smoke + Mirrors|On Top Of The World|Radioactive|Demons|I Bet My Life|Dan Reynolds|Matt Eastin|Imagine|Dragons|Whatever|It|Takes|KIDinaKORNER/Interscope|Records|Alternative",7537619,508801,3808,26234,"https://i.ytimg.com/vi/gOsM-DYAEhY/default.jpg","16.1"
"CNwYcyRAl1Y","Michael Jackson - Blood On The Dance Floor X Dangerous (The White Panda Mash-Up)","michaeljacksonVEVO",10,"Blood On The Dance Floor X Dangerous (The White Panda Mash-Up)|Epic/Legacy|Michael Jackson|Pop",1058162,45825,902,6497,"https://i.ytimg.com/vi/CNwYcyRAl1Y/default.jpg","16.1"
"QeBCu1ZSORs","Kris Wu - Deserve ft. Travis Scott (Official Audio)","Kris Wu",10,"KrisWu|wuyifan|吴亦凡|deserve|Kris wu deserve|deserve official|deserve official Audio|travis scott|kris wu travis scott|hiphop|嘻哈|China",1217447,70991,1002,7670,"https://i.ytimg.com/vi/QeBCu1ZSORs/default.jpg","16.1"
"CNwYcyRAl1Y","Michael Jackson - Blood On The Dance Floor X Dangerous (The White Panda Mash-Up)","michaeljacksonVEVO",10,"Blood On The Dance Floor X Dangerous (The White Panda Mash-Up)|Epic/Legacy|Michael Jackson|Pop",915562,42516,819,6163,"https://i.ytimg.com/vi/CNwYcyRAl1Y/default.jpg","15.1"
"QeBCu1ZSORs","Kris Wu - Deserve ft. Travis Scott (Official Audio)","Kris Wu",10,"KrisWu|wuyifan|吴亦凡|deserve|Kris wu deserve|deserve official|deserve official Audio|travis scott|kris wu travis scott|hiphop|嘻哈|China",1011944,67760,939,7435,"https://i.ytimg.com/vi/QeBCu1ZSORs/default.jpg","15.1"
"craAcv415FM","Bruno Mars - Just The Way You Are [ONE VOICE: SOMOS LIVE! Performance]","Bruno Mars",10,"Bruno Mars|Just The Way You Are|One Voice: Somos Live|Atlantic Records|Warner Music Group|Marc Anthony|Jennifer Lopez|Puerto Rico|live performance|live|one voice|somos live|telethon|somos una voz",844185,96337,511,8924,"https://i.ytimg.com/vi/craAcv415FM/default.jpg","16.1"
"5ggZ9jIHnr8","Alesso & Anitta - Is That For Me (Official Video)","Alesso",10,"alesso anitta is that for me official music video|alesso|anitta|is|that|for|me|official|music|video|anitta alesso isthaforme prores|alesso big slap festival 2017|Alesso & Anitta - Is That For Me (Official Music Video)|edm|edm drops",9629530,504162,82474,74107,"https://i.ytimg.com/vi/5ggZ9jIHnr8/default.jpg","16.1"
"FvcNr_5uWgY","Jessie J - Not My Ex","JessieJVEVO",10,"Jessie|Not|My|Ex|Lava|Music/Republic|Records",2089574,121246,1221,5719,"https://i.ytimg.com/vi/FvcNr_5uWgY/default.jpg","16.1"
"5ggZ9jIHnr8","Alesso & Anitta - Is That For Me (Official Video)","Alesso",10,"alesso anitta is that for me official music video|alesso|anitta|is|that|for|me|official|music|video|anitta alesso isthaforme prores|alesso big slap festival 2017|Alesso & Anitta - Is That For Me (Official Music Video)|edm|edm drops",7784929,447906,68902,66014,"https://i.ytimg.com/vi/5ggZ9jIHnr8/default.jpg","15.1"
